CNES,NOMEFANT
2492342,HOSPITAL SANTO ANTONIO GUARAMIRIM
2492555,UNIDADE DE PRONTO ATENDIMENTO SUL
2492881,HOSPITAL JULIETA SAMPAIO
2492911,HOSPITAL SAO PEDRO DE MACARANI
2493195,HOSPITAL MUNICIPAL SAO GERALDO
2493330,HOSPITAL DR ALBINO LEITAO
2493578,HOSPITAL MATERNIDADE MUNICIPAL DE MAIQUINIQUE
2493829,CLINICA E MATERNIDADE SAO MATHEUS
2493845,HOSPITAL MANOEL VICTORINO
2493853,HOSPITAL CEMETRON
2493888,HOSPITAL JOAO PAULO II PORTO VELHO
2493896,HOSPITAL INFANTIL COSME E DAMIAO PORTO VELHO
2494078,PRONTO ATENDIMENTO JOSE ADELINO DA SILVA
2494167,HOSPITAL REGIONAL MATERNIDADE IRMA RITA DE ARAPOEMA
2494280,HOSPITAL DA CRIANCA DE ARIQUEMES
2494299,HOSPITAL REGIONAL DE ARIQUEMES
2494345,HOSPITAL E MATERNIDADE ALFREDO PINTO SANTANA
2494442,HOSPITAL EVANGELICO DE VILA VELHA
2494450,HOSPITAL MERIDIONAL
2494523,FEMINA HOSPITAL INFANTIL E MATERNIDADE
2494906,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE TIMON
2494930,HOSPITAL SAO VICENTE
2494949,HOSPITAL PERPETUO SOCORRO
2495015,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE CUIABA
2495228,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2495279,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2495414,HOSPITAL E MATERNIDADE EUFRASIA MARIA DA CONCEICAO
2496046,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2496461,UPA ZONA LESTE
2496534,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO
2496879,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2497468,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL REGIONAL G M
2497654,HGF HOSPITAL GERAL DE FORTALEZA
2497751,SARAH SALVADOR
2498227,HOSPITAL MUNICIPAL HERMENEGILDO C DE CASTRO
2498421,HOSPITAL PORTUGUES HOSPITAL PADRE PAULO FELBER
2498456,HOSPITAL MUNICIPAL DE MILAGRES
2498731,HOSPITAL MUNICIPAL DE MUNDO NOVO
2498790,HOSPITAL AUGUSTA MEDRADO MATTOS
2498804,HOSPITAL SAO JOSE
2499029,HOSPITAL E MATERNIDADE ZULMIRA SEDRIN AGUIAR
2499037,HOSP MATERN LUZIA T DA COSTA
2499045,HOSPITAL DE PEQUENO PORTE DE UMARI ECILDA BARBOSA RIBEIRO
2499053,CASA DE SAUDE MATERN N SRA LOURDES
2499339,HOSPITAL GERAL DR JOSE ARCANJO NETO
2499363,HGCC HOSPITAL GERAL DR CESAR CALS
2499568,HOSPITAL PADRE HUMBERTO
2499835,UNIDADE MISTA ADELINA AZEVEDO
2499843,UNIDADE MISTA MARIA GAIAO GUERRA
2499851,UNIDADE MISTA NAIDE RAM0S MARANHAO
2499975,HOSPITAL DISTRITAL JAILTON MESSIAS DE ALBUQUERQUE
2500000,UNIDADE MISTA SANTA TEREZINHA
2500078,CASA DE SAUDE E MATERNIDADE ELZA MS BARROS DINIZ
2500388,HOSPITAL DE CLINICAS DR BERMIRO SAGGIORATTO LTDA
2503549,HOSPITAL REGIONAL DA POLICIA MILITAR
2503654,HOSPITAL RAFAEL FERNANDES
2503689,HOSPITAL REGIONAL DR TARCISIO DE VASCONCELOS MAIA
2503824,HOSPITAL E MATERNIDADE ZACARIAS JUNIOR
2504316,HOSPITAL NOSSA SENHORA DOS PRAZERES
2504332,HOSPITAL E MATERNIDADE TEREZA RAMOS
2504502,HOSPITAL UNIVERSITARIO JULIO MARIA BANDEIRA DE MELLO
2504537,HOSPITAL DISTRITAL DEP MANOEL GONCALVES DE ABRANTES
2504545,HOSPITAL M MATERNO INFANTIL DR ANTONIO DE PAIVA GADELHA
2504901,HOSPITAL MUNICIPAL DR PEDRO PAULO BARCAUI
2505231,HOSPITAL DA MULHER
2505819,HOSPITAL MUNICIPAL FLORISVALDO JOSUEL ARAUJO
2505843,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS
2505886,HOSPITAL MUNICIPAL DO POVO
2506114,CLIOM LTDA CLINICA DE OLHOS DE MURITIBA
2506254,HOSPITAL MUNICIPAL DE NOVA VICOSA
2506572,HOSPITAL MUNICIPAL MILTON FARIA DIAS LARANJEIRA
2506661,HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT
2506815,HOSPITAL DE CANCER
2506858,HOSPITAL E MATERNIDADE DONA IRIS
2506947,HOSPITAL OLAVO SCHERMER PALMEIRAS DE GOIAS
2506998,HOSPITAL CRISTO REDENTOR IPORAGO
2507048,HOSPITAL SANTA HELENA SANTA HELENA DE GOIAS
2507056,HOSPITAL SANTO ANTONIO ANAPOLIS
2507102,HOSPITAL BANCO DE SANGUE E LABORAT SAO CARLOS GOIANESIA
2507129,HOSPITAL E MATERNIDADE JARAGUA
2507137,HOSPITAL E MATERNIDADE MENINO JESUS RUBIATABA
2507161,HOSPITAL SANTA CECILIA
2507277,HOSPITAL E MATERNIDADE SANTO ANTONIO PIRANHASGO
2507307,HOSPITAL CRISTO REDENTOR PARAUNA
2507315,CLINICA SAO FRANCISCO DE ASSIS
2507358,SANTA CASA DE MISERICORDIA DE BURITI ALEGRE
2507420,HOSPITAL MUNICIPAL DE CRIXAS
2507447,HOSPITAL REGIONAL DE EUNAPOLIS
2507455,HOSPITAL AMES
2507641,INSTITUTO DE PSIQUIATRIA PROFESSOR WASSILY CHUC LTDA
2507676,HOSPITAL MUNICIPAL DE LEOPOLDO DE BULHOES
2507714,HOSPITAL E MATERNIDADE SANTO ANTONIO MARA ROSA
2507803,HOSPITAL GOIANIRA
2507862,HOSPITAL E MATERNIDADE N SR DABADIA NIQUELANDIA
2507870,HOSPITAL SANTA GEMMA
2508141,HOSPITAL ARLETE MAGALHAES
2508176,HOSPITAL MUNICIPAL DE PIATA DOUTOR HELIO MACEDO ARAUJO
2508222,HOSPITAL MUNICIPAL DE PINDAI
2508532,HOSPITAL MUNICIPAL ISADORA ALENCAR
2508915,HOSPITAL MUNICIPAL DR CARLOS AYRES DE ALMEIDA
2509040,HOSPITAL MUNICIPAL DE PRESIDENTE DUTRA
2509113,CLIMEP
2509245,HOSPITAL MUNICIPAL DR RAFAEL JAMBEIRO
2509369,HOSPITAL SAO PEDRO
2509377,CASA DE SAUDE DE REMANSO
2509636,HOSPITAL DE RIO DE CONTAS
2509830,HOSPITAL DO SIND DOS TRAB RURAIS DE RIO DO PIRES
2509954,HOSPITAL E MATERNIDADE MUNICIPAL MARIA FERREIRA DE B RABELO
2510189,HOSPITAL NOSSA SENHORA DE FATIMA
2510200,SANTA CASA HOSPITAL M JOSE INACIO PRONTO SOCORRO
2510278,HOSPITAL MUNICIPAL PETRONILHO EVANGELISTA DOS SANTOS
2510391,HOSPITAL REGIONAL DE RUY BARBOSA
2510782,HOSPITAL PROFESSOR JOSE MARIA DE MAGALHAES NETTO
2510936,HOSPITAL E MATERNIDADE MUNICIPAL MARIA LEANDRA
2511215,CENTRO MEDICO SANTALUZ
2511223,CASA DE SAUDE DR RENATO GONSALVES
2511738,UPA 24 HORAS ITAUM
2512076,CLINICA MATERNA
2512084,UNIDADE MISTA JULIA TRINDADE LEAL
2512149,HOSPITAL DR GIVALDO FONTES COSTA
2513838,HOSPITAL E MATERNIDADE RIO DO TESTO
2514281,MEMORIAL FATIMA OLADEJO HOSPITAL
2514311,HOSPITAL MUNICIPAL DR FRANCISCO FLORES
2514362,UNIDADE MISTA MATER E P A EDUARDO GOMES BRITO
2514435,HOSPITAL MUNICIPAL EDITE NOGUEIRA RANGEL
2514451,HOSPITAL NOSSA SENHORA DA VITORIA
2514621,HOSPITAL OCTAVIO PEDREIRA
2514710,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS
2514729,HOSPITAL GERAL IGNEZ ANDREAZZA
2515229,HOSPITAL MUNICIPAL ANTONIO PIRES
2515237,HOSPITAL DE PEQUENO PORTE DE FIGUEIROPOLIS
2515369,HOSPITAL SAMAR
2515431,HOSPITAL CENTRAL PORTO VELHO
2515458,HOSPITAL DAS CLINICAS PORTO VELHO
2515466,HOSPITAL 9 DE JULHO
2515598,CLINICAS MASTERPLASTICA MONTE SINAI
2515768,HOSPITAL BOM PASTOR GUAJARAMIRIM
2516276,HOSPITAL SAO LUCAS DE OURO PRETO
2516632,HOSP DR MOURA FERREIRA
2516640,HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA PARANGABA
2516667,HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA MESSEJANA
2516683,HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA ANTONIO BEZERRA
2516764,HOSPITAL MUNICIPAL DE PAUDALHO
2517019,HOSPITAL DAS CLINICAS DO CARPINA
2517124,HOSPITAL SAO FRANCISCO
2517132,HOSPITAL SANTA JOANA RECIFE
2517620,HOSPITAL DIA E AMBULATORIO MUNICIPAL DE BARREIRAS
2517698,CLINICA SANTA MONICA
2517744,COTEFI
2517949,MATERNIDADE E HOSPITAL SAO JUDAS TADEU
2517957,CASA DE EURIPEDES
2518295,ASMIGO
2518325,HOSPITAL TRAUMATO ORTOPEDICO
2518872,CLINICA ISABELA
2518996,HOSPITAL ANGELICA
2519054,IGOPE
2519089,HOSPITAL E MATERNIDADE DOM BOSCO
2519151,HOSPITAL SANTA CATARINA
2519186,INSTITUTO ESPIRITA BATUIRA DE SAUDE MENTAL
2519208,HOSPITAL ORTOPEDICO DE GOIANIA GERALDO PEDRA
2519429,HOSPITAL SANTA MONICA
2519445,HOSPITAL REGIONAL DE CRIXAS
2519496,HOSPITAL MODELO REGIONAL
2519569,HOSPITAL MUNICIPAL NOSSA SRA DAS GRACAS RIALMA
2519585,HOSPITAL SAO VICENTE RUBIATABA
2519593,HOSPITAL MUNICIPAL DE IPORA
2519887,CETRO
2520028,CLINICA E MATERNIDADE SANTA TEREZA
2520168,HOSPITAL DOCENTE ASSISTENCIAL CELIA ALMEIDA LIMA
2520311,AME
2520443,HOSPITAL DA CRIANCA DE JUAZEIRO
2520524,HOSPITAL MATERNO INFANTIL DE JUAZEIRO
2520583,HOSPITAL MUNICIPAL PROFESSOR JOSE MARIA DE MAGALHAES NETO
2520613,HOSPITAL NOSSA SENHORA DA POMPEIA
2521296,HOSPITAL BETHESDA
2521385,HOSPITAL DONA HELENA
2521431,CENTRO HOSPITALAR UNIMED
2521458,HOSPITAL DE OLHOS SADALLA AMIN GHANEM
2521695,HOSPITAL RIO NEGRINHO
2521792,HOSPITAL E MATERNIDADE SAGRADA FAMILIA
2521873,HOSPITAL BEATRIZ RAMOS
2521881,ASSOCIACAO HOSPITALAR DE GUABIRUBA
2522209,HOSPITAL MISERICORDIA
2522411,HOSPITAL AZAMBUJA
2522489,ASSOCIACAO HOSPITAL E MATERNIDADE DOM JOAQUIM
2522691,HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN
2523051,HOSPITAL MUNICIPAL DE SAPEACU
2523132,HOSPITAL MUNICIPAL DE SAO GABRIEL
2523299,HOSPITAL MUNICIPAL WALTER LEAO ROCHA
2523310,HOSPITAL E MATERNIDADE DR HEITOR SENTO SE
2523396,UNIDADE MISTA HOSPITAL MUNICIPAL SANTO ANTONIO
2523515,HOSPITAL MUNICIPAL MARCUS ALLAN DE CASTRO ROCHA
2523779,HOSPITAL DR FRANCINO BORGES DOS REIS
2523787,HOSPITAL MUNICIPAL NOSSA SENHORA DA SAUDE
2523892,HOSPITAL REGIONAL DE SAUDE
2524163,HOSPITAL MUNICIPAL MARIA AUXILIADORA DE CARVALHO TORRES
2524686,HOSPITAL JOAO CAMPOS
2524740,HOSPITAL MUNICIPAL DR IOMAR MEIRELES
2524805,HOSPITAL MUNICIPAL DR JOSE NERY
2524848,FUNDACAO HOSPITALAR DO MUNICIPIO DE TEOLANDIA
2524996,APMIU
2525062,HOSPITAL MUNICIPAL JONIVAL LUCAS
2525259,HOSPITAL MUNICIPAL DR JAIR BRAGA
2525453,HOSPITAL DR CESAR MONTEIRO PIRAJA
2525569,HOSPITAL MANOEL NOVAES
2525658,HOSPITAL E MATERNIDADE ANA LUCIA MAGALHAES
2525933,HOSPITAL DR HEITOR GUEDES DE MELLO
2526042,HOSPITAL MUNICIPAL JOAO SALES RIOS
2526093,HOSPITAL PADRE ALFREDO HAASLER
2526239,HOSPITAL DR PANTALEAO SOARES DE MELLO
2526379,HOSPITAL DE CAMPANHA
2526387,HOSPITAL MUNICIPAL DE MURITIBA
2526492,HOSPITAL EDMIR SOUZA COSTA
2526557,HOSPITAL MUNICIPAL DE ITACARE
2526638,SOPAI HOSPITAL INFANTIL
2526662,HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA
2526670,HOSPITAL MUNICIPAL FRANCISCO NOGUEIRA DE QUEIROZ
2527057,CASA DE SAUDE E MATERNIDADE SAO RAIMUNDO
2527065,HOSPITAL MUNICIPAL JOAO MUNIZ
2527391,HOSP MATERN MADRE ROSA GATTORNO
2527413,HOSPITAL E MATERNIDADE REGIONAL SAO FRANCISCO
2527669,UNID MISTA RAIMUNDO PAIVA DIOGENES
2527677,HOSPITAL MUNICIPAL SANTA ROSA DE LIMA
2527685,HOSPITAL MATERNIDADE SANTA RITA
2527693,CASA DE SAUDE MATERNIDADE CELESTINA COLARES
2527707,HOSPITAL SAO RAIMUNDO
2528282,HOSPITAL MATERNIDADE DR LUIZ DE GONZAGA FONSECA MOTA
2528681,CLINICA DE RECUPERACAO DE MUTILADOS
2528711,PRONTO SOCORRO PRONTOMEDICO
2528843,HOSPITAL DISTRITAL DR FERNANDES TAVORA
2529025,CASA DE SAUDE SAO GERARDO
2529068,HOSPITAL DISTRITAL GONZAGA MOTA JOSE WALTER
2529149,IJF INSTITUTO DR JOSE FROTA CENTRAL
2529319,PSA PRONTO SOCORRO DOS ACIDENTADOS
2529386,HOSPITAL MENINO JESUS
2529394,HOSPITAL PSIQUIATRICO SAO VICENTE DE PAULO
2529424,INSTITUICAO ESPIRITA NOSSO LAR
2529459,HOSPITAL MIRA Y LOPEZ
2529467,CLINICA DR SULIANO
2529475,HOSPITAL INFANTIL LUCIA DE FATIMA HIF
2529556,HOSP MUNIC DR DEOCLECIO LIMA VERDE
2529564,HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO
2529769,CLINICA NOSSA SENHORA DO ROSARIO LTDA
2529777,HOSPITAL MUNICIPAL ANTONIO MENDES JARDIM
2530031,HOSPITAL DR ANTONIO LOPES VARAO
2530236,HOSPITAL REGIONAL ADELIA MATOS FONSECA
2530473,HOSPITAL MUNICIPAL DR FRANCISCO RIBEIRO DR CHICAO
2530805,HRO
2531046,POLIBAO
2531208,INCOR SANTA MONICA
2531348,HOSPITAL SAO RAFAEL
2531771,HOSPITAL MUNICIPAL BOM JESUS DAS SELVAS
2531798,HOSPITAL REGIONAL DE ARAIOSES
2531801,HOSPITAL MUNICIPAL DR ANTENOR VIEIRA DE MORAES
2531836,HOSPITAL MUNICIPAL ANTONIO DA ROCHA MARTINS
2531933,CLINICA SAO SEBASTIAO LTDA
2532093,HOSPITAL MUNICIPAL MARIA HELENA FREIRE
2532190,HOSPITAL MADRE REGINA PROTMANN
2532387,HOSPITAL MUNICIPAL DE SIMOES FILHO
2532522,HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES
2532530,HOSPITAL MUNICIPAL DE CRUZ DAS ALMAS
2532549,HOSPITAL MUNICIPAL DILTON BISPO DE SANTANA
2532638,HOSPITAL E MATERNIDADE JOSEFA ISMAEL SOBRAL
2532751,HOSPITAL GERAL SAO PAULO
2532883,HOSPITAL MARIA AMELIA SANTOS
2533057,HOSPITAL ANTENOR ALVES DA SILVA
2533162,HOSPITAL GERAL SANTA LUZIA
2533219,HOSPITAL AMI
2533480,HOSPITAL NAIR ALVES DE SOUZA
2534010,FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL DE ITAUBA
2534444,HOSPITAL DE CANCER DE MATO GROSSO
2534460,HOSPITAL REGIONAL DR ANTONIO FONTES
2534517,HOSPITAL DR JOSE PEIXOTO DA SILVEIRA ITAPACI
2534525,HOSPITAL MUNICIPAL DR EURICO MARTINS
2534541,HOSPITAL DA CRIANCA ANAPOLIS
2534584,HOSPITAL MUNICIPAL IRMA FANY DURAN GOIANESIA
2534665,HOSPITAL NOSSA SENHORA MONT SERRAT
2534754,HOSPITAL NOSSA SENHORA DO ROSARIO
2534789,HOSPITAL MUNICIPAL SANTA EFIGENIA NIQUELANDIA
2534797,HOSPITAL MUNICIPAL DE HIDROLINA
2534835,HOSPITAL MUNICIPAL MARILIA MENDONCA
2534878,INSTITUTO MEDICO SAMARITANO PORANGATU
2534886,HOSPITAL DAS CLINICAS NAZEOZENO
2534916,HOSPITAL MUNICIPAL DE ALVORADA DO NORTE
2534924,HOSPITAL MUNICIPAL DE MONTE ALEGRE DE GOAIS
2534932,HOSP MUN MALVINA HERCULANO SIZERVINSK COLINAS DO SUL GO
2534940,HOSPITAL MUNICIPAL DE IACIARA
2534967,HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD
2535130,HOSPITAL E MATERNIDADE SANTA CLARA JUSSARA
2535157,HOSPITAL MUNICIPAL DE ITAPURANGA
2535165,HOSPITAL MUNICIPAL DE MOZARLANDIA
2535181,HOSPITAL MUNICIPAL JOSE XAVIER DE CASTRO CACHOEIRA DOURADA
2535211,HOSPITAL MUNICIPAL NAZIR SEABRA GUIMARAES
2535238,HOSPITAL MUNICIPAL SANTA CLARA BOM JARDIM DE GOIAS
2535262,HOSPITAL DE QUEIMADURAS ANAPOLIS
2535270,HOSPITAL MUNICIPAL DE SANTA TEREZINHA DE GOIAS
2535327,HOSPITAL MUNICIPAL DE FLORES DE GOIAS
2535408,HOSPITAL SAO CAMILO TRINDADE
2535521,HOSPITAL MUNICIPAL SAO TOMAZ DE AQUINO COCALZINHO DE GOIAS
2535556,HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO
2535637,HOSPITAL MATERNO INFANTIL DONA ZEBINA
2535742,HOSPITAL MUNICIPAL MILTON AMARO DO NASCIMENTO
2535785,HOSPITAL MUNICIPAL DORALICE G ROCHA TAQUARAL
2535793,HOSPITAL DONA JOSEFA TRINDADE
2535939,HOSPITAL SAO COTTOLENGO
2535963,HOSPITAL MUNICIPAL DR CLARET
2536021,HOSPITAL MUNICIPAL SAO SEBASTIAO
2536048,HOSPITAL MUNICIPAL SANTO ANTONIO DE PADUA
2536293,HOSPITAL MUNICIPAL DE CHAPADAO DO SUL
2536331,HOSPITAL REGIONAL DE JATAI
2536587,SOCIEDADE DE PROT MAT INFANCIA DE CAMAPUA
2536781,HOSPITAL E MATERNIDADE DE INOCENCIA
2536838,HOSPITAL SAO FRANCISCO DE ITAQUIRAI
2536862,HOSPITAL BENEFICENTE DR BEZERRA DE MENEZES
2536900,ASSOCIACAO HOSPITALAR BENIFICIENTE DR REGIS MARIGLIANI
2536935,HOSPITAL 19 DE MARCO
2537028,HOSPITAL MUNICIPAL DE URUARA
2537192,HOSPITAL E MATERNIDADE OASE
2537397,HOSPITAL UNIMED CHAPECO
2537788,HOSPITAL REGIONAL DO OESTE
2537826,HOSPITAL DE PINHALZINHO
2537850,HOSPITAL SANTO ANTONIO CAMPO ERE
2537958,HOSPITAL NOSSA SENHORA DA SAUDE CORONEL FREITAS
2538083,HOSPITAL CAIBI
2538148,HOSPITAL NOVA ERECHIM
2538180,HOSPITAL SAO JOSE DE MARAVILHA
2538229,HOSPITAL SAUDADES
2538342,HOSPITAL SAO BERNARDO
2538571,ASSOCIACAO HOSPITALAR PE JOAO BERTHIER
2540355,HOSPITAL SAO JOAO BATISTA HSJB
2543044,HOSPITAL SAO BRAZ
2543079,HOSPITAL MUNICIPAL SAO LUCAS
2543443,HOSPITAL MISSEN
2543451,HOSPITAL CRISTO REDENTOR
2545829,HOSPITAL E MATERNIDADE NOSSO SENHOR DOS PASSOS
2545918,UNIDADE MISTA DR BERNARDINO MITIDIERI
2546000,CASA DE SAUDE PEDRO VALADARES
2546027,HOSPITAL E MATERNIDADE SAO JOSE
2546116,HOSPITAL SAO VICENTE DE PAULO
2546124,HOSPITAL SAO LUIZ GONZAGA
2546671,HOSPITAL REGIONAL TERTULIANO C LUSTOSA DE ARAGUACU
2546736,HOSPITAL MUNICIPAL HERMINIO AZEVEDO SOARES
2546957,HOSPITAL ANTONIO BEZERRA DE FARIA
2546973,HOSPITAL DR PEDRO FONTES
2547090,SANTA CASA DE MISERICORDIA JESUS MARIA JOSE
2547104,SANTA CASA DE MISERICORDIA DE CASTELO
2547201,HOSPITAL PADRE OLIVIO
2547317,HOSPITAL SAO JOSE
2547783,CENTRO DE ATENDIMENTO PSQUIATRICO DR ARISTIDES A CAMPOS
2547821,HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM
2548143,CLINICA DE REPOUSO SANTA IZABEL LTDA
2549182,HOSPITAL MUNICIPAL E MATERNIDADE AMALIA COUTINHO
2549263,HOSPITAL SAO VICENTE DE PAULA
2549328,HOSPITAL MUNICIPAL SANTA TEREZINHA
2549751,HOSPITAL PAULO FORTES
2549905,HOSPITAL DE PAULO AFONSO
2550032,HOSPITAL E MATERNIDADE NOSSA SENHORA APARECIDA
2550121,HOSPITAL PEDIATRICO DR RAIMUNDO PERAZZO
2550350,HOSPITAL DE CARIDADE
2550377,CLIMP
2550679,HOSPITAL MUNICIPAL NOSSA SENHORA APARECIDA
2550687,HOSPITAL DR ROBERTO ARNIZAUT SILVARES
2550792,HOSPITAL EVANGELICO DE LONDRINA
2550881,FUNDACAO MEDICO SOCIAL RURAL DE SAO MARTINHO
2550938,HOSPITAL SANTO ANTONIO
2550962,HOSPITAL DE CARIDADE DE JAGUARUNA
2551764,HOSPITAL REGIONAL RUY DE BARROS CORREIA
2551772,CENTRO ASSISTENCIAL DE SAUDE HORACIO RIBEIRO
2551918,UNIDADE MISTA DE SAUDE DE AVELINO LOPES
2552086,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO
2552345,HOSPITAL SAO FRANCISCO
2552353,HOSPITAL E MATERNIDADE ENEAS VIANA DE ARAUJO
2552930,UNIDADE MISTA DE CACOAL PRONTO SOCORRO
2553066,HOSPITAL DE MODELO
2553155,HOSPITAL DA FUNDACAO
2553163,FUNDACAO MEDICA ASSISTENCIAL DO TRABALHADOR RURAL
2554011,HOSPITAL DE CARIDADE SAO PEDRO
2554097,HOSPITAL DE CARIDADE DONA DARCY VARGAS
2554429,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS
2554518,HOSPITAL SAO VICENTE FERRER
2554623,HOSPITAL MUNICIPAL DE JIJOCA DE JERICOACOARA
2554658,HOSPITAL MUNICIPAL DRA FRANCY FROTA
2554755,HOSPITAL MUNICIPAL DE CHOROZINHO
2554771,HOSPITAL MATERNIDADE MARIA JOSE DOS SANTOS
2554798,HOSP MUNICIPAL DR ARGEU BRAGA HERBSTER
2555646,HOSPITAL REGIONAL DE SAO JOSE DRHOMERO MIRANDA GOMES
2555840,FUNDACAO HOSPITALAR SANTA OTILIA
2555956,HOSPITAL DE PEQUENO PORTE NOSSA SENHORA APARECIDA ANANAS
2555964,HOSPITAL DE PEQUENO PORTE SANTA LUIZA COMBINADO
2556502,HOSPITAL DR JOSE RAMOS DE OLIVEIRA
2556510,HOSPITAL DE TRATAMENTO COVID19 CENTRO ATEND DE EUNAPOLIS
2556642,HOSPITAL E MATERNIDADE DE EUNAPOLIS
2556790,CLINICA SAO LUCAS
2556847,HOSPITAL MUNICIPAL DE ITAMARAJU
2557088,HOSPITAL SANTO ANTONIO
2557118,HOSPITAL REGIONAL E MATERNIDADE SANTANA DE CAETITE
2557185,AAHTS
2557207,HOSPITAL NOSSA SENHORA DOS NAVEGANTES
2557509,PROMATRE DE JUAZEIRO
2557525,SEMEC JUAZEIRO
2557959,UNIDADE MISTA DE SAUDE ARY GIOMBELLI
2557975,HOSPITAL SAO JORGE LTDA
2558017,HOSPITAL DE CARIDADE S B J DOS PASSOS
2558246,HOSPITAL SANTA ISABEL
2558254,HOSPITAL SANTO ANTONIO
2558262,HOSPITAL MUNICIPAL FRANCISCA ORTEGA
2558289,HOSPITAL MARECHAL RONDON
2558300,HOSPITAL E MATERNIDADE SANTA LUZIA
2558327,HOSPITAL MUNICIPAL DE SETE QUEDAS
2558351,HOSPITAL MUNICIPAL MARIA DOS SANTOS BASTOS
2558408,HOSPITAL SANTA CATARINA
2558459,HOSPITAL REGIONAL AMAMBAI
2558491,HOSPITAL NAZARENO
2558564,HOSPITAL E MATERNIDADE BOM JESUS
2558580,HOSPITAL MUNICIPAL CRISTO REI
2558610,HOSPITAL DA SIAS
2559188,HOSPITAL SAO JOAO BATISTA
2559609,HOSPITAL MATERNIDADE JESSE FREIRE
2560070,HOSPITAL SAO LUCAS
2560089,HOSPITAL REGIONAL MONSENHOR ANTONIO BARROS
2560240,HOSPITAL MUNICIPAL MENINO JESUS DE PRAGA
2560267,HOSPITAL DE PEQUENO PORTE HPP DE NAZARE TO
2560771,HOSPITAL UNIVERSITARIO SANTA TEREZINHA
2560798,SOCIEDADE BENEFICIENTE HOSPITALAR SENHOR BOM JESUS
2560828,HOSPITAL MUNICIPAL E MATERNIDADE SAO JOSE
2560836,HOSP MUNIC ANTONIO NERY FILHO
2560852,HOSPITAL MATERNIDADE MADALENA NUNES
2560976,HOSPITAL MATERNIDADE NOSSA SENHORA DA EXPECTACAO
2560984,HOSPITAL MUNICIPAL JAIME OSTERNO
2560992,HOSP NOSSA SRA DO PATROCINIO
2561018,UNID MISTA DE SABOEIRO
2561026,HOSP MUNIC DR CICERO F FILHO
2561034,HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZARE
2561042,HOSPITAL MUNICIPAL MARIA IDALINA RODRIGUES DE MEDEIROS
2561050,HOSPITAL MUNICIPAL DE CATUNDA FRANCISCA GONCALVES DE OLIVEIR
2561069,HOSPITAL CHAGAS BARRETO
2561298,UNID MISTA NOSSA SRA AUXILIADORA
2561301,HOSP MATERN SANTO ANTONIO UBAJARA
2561328,HOSPITAL MUNICIPAL FRANCISCA BELARMINO DA COSTA
2561336,HOSPITAL MUNICIPAL MARIA WANDERLENE NEGREIROS DE QUEIROZ
2561344,HOSPITAL MATERNIDADE SAO JOSE
2561352,HOSPITAL MUNICIPAL MONSENHOR ANTONINO
2561395,HOSP GERAL MANUEL ASSUNCAO PIRES
2561409,HOSPITAL MUNICIPAL PEQUENO PORTE LUIZ ROBERTO PESSOA AIRES
2561417,HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS
2561425,HOSP MATERN MUNICIPAL
2561433,HOSPITAL E MAT VENANCIO RAIM DE SOUSA
2561441,HOSPITAL E MATERNIDADE FRANCISCO RAIMUNDO MARCOS
2561468,HOSP DR THADEU DE PAULO BRITO
2561484,HOSPITAL DE OLHOS NEUSA ROCHA
2561492,HOSPITAL UNIVERSITARIO WALTER CANTIDIO
2561891,HOSP OTACILIO BARBOSA DOS SANTOS
2562138,HOSP MATERN REG VALE DO CURU
2562146,HOSPITAL MUNICIPAL ROQUE SILVA MOTA
2562154,HOSP MATERN JOAO FERREIRA GOMES
2562162,HOSPITAL MUNICIPAL CARLOS GUALBERTO DE SALES
2562170,HOSP MATERN DR PAULO SARASATE
2562200,HOSPITAL MUNICIPAL ANTONIO RIBEIRO DA SILVA
2562227,HOSP MATERN JULIA JORGE
